No,News Title,Category,News Title Indonesia
37454,KStew directs MV,Entertainment,KStew mengarahkan MV
973,Transformers: Age of Extinction Review: Second Opinion,Entertainment,Ulasan Transformers: Age of Extinction: Opini Kedua
58723,"The Voice's Usher on His First Win: ""Losing Was Not an Option""",Entertainment,"Pengantar The Voice pada Kemenangan Pertamanya: ""Kalah Bukanlah Sebuah Pilihan"""
55645,Galaxy K Zoom unveiling: Samsung sends invites for April 29 event to 'Kapture  ...,Technology,Peluncuran Galaxy K Zoom: Samsung mengirimkan undangan untuk acara 29 April ke 'Kapture ...
51228,One To Watch: Ansel Elgort Of 'The Fault In Our Stars',Entertainment,Yang Perlu Ditonton: Ansel Elgort Dari 'The Fault In Our Stars'
46446,Farmington Hills' Jena Irene stays strong in final 'Idol' sing-off,Entertainment,Jena Irene dari Farmington Hills tetap kuat dalam sing-off terakhir 'Idol'
32086,New solar panels in MA to power 3000 homes,Economy,Panel surya baru di MA untuk memberi daya pada 3000 rumah
26604,Alibaba's profit improves ahead of IPO,Economy,Laba Alibaba membaik jelang IPO
12627,Calvin Harris Gives Rita Ora Songs To Another Singer,Entertainment,Calvin Harris Memberikan Lagu Rita Ora Kepada Penyanyi Lain
15405,Brazil's Congress approves internet legislation,Technology,Kongres Brasil menyetujui undang-undang internet
34087,SNC-Lavalin agrees to buy Kentz,Economy,SNC-Lavalin setuju untuk membeli Kentz
21461,Facebook down after global crash on desktop and mobile,Technology,Facebook down setelah crash global pada desktop dan seluler
7253,FTC charges T-Mobile with bogus third-party billing,Technology,FTC menagih T-Mobile dengan tagihan pihak ketiga palsu
10823,Amazon to buy video game platform Twitch for $970m,Technology,Amazon akan membeli platform video game Twitch seharga $970 juta
6977,Godard 3D extravaganza has Cannes scratching its head,Entertainment,Ekstravaganza Godard 3D membuat Cannes menggaruk-garuk kepala
50977,Single-Payer Advocates Hit Capitol With New Sense Of Reality,Economy,Pendukung Pembayar Tunggal Menghantam Capitol Dengan Rasa Realitas Baru
61200,Selena Gomez Calls Justin Bieber Relationship 'Toxic',Entertainment,Selena Gomez Sebut Hubungan Justin Bieber 'Beracun'
3612,"Despite iPhone 6 hype, Android continues to dominate iOS market share",Technology,"Meskipun iPhone 6 sedang booming, Android terus mendominasi pangsa pasar iOS"
32315,"BoJ offers brighter view on global growth, keeps policy steady",Economy,BoJ menawarkan pandangan yang lebih cerah terhadap pertumbuhan global dan menjaga kebijakan tetap stabil
55971,What made 'How I Met Your Mother' worth waiting for,Entertainment,Apa yang membuat 'How I Met Your Mother' layak untuk ditunggu
26945,Oculus Rift Coming Soon to a Chuck E. Cheese's Near You,Technology,Oculus Rift Segera Hadir di Chuck E. Cheese di Dekat Anda
64729,Wall Street Breakfast: Must-Know News,Economy,Sarapan Wall Street: Berita yang Harus Diketahui
47552,How Will Microsoft (MSFT) Stock React To SAP Partnership Extension?,Technology,Bagaimana Reaksi Saham Microsoft (MSFT) Terhadap Perpanjangan Kemitraan SAP?
31956,LG G3 launch confirmed for Q2 along with wider roll-out of L-Series III,Technology,Peluncuran LG G3 dikonfirmasi untuk Q2 bersamaan dengan peluncuran L-Series III yang lebih luas
5616,Ryanair launches business traveller package,Economy,Ryanair meluncurkan paket pelancong bisnis
6454,Maundy Thursday 2014: The History Behind The Holy Thursday Before Easter,Entertainment,Kamis Putih 2014: Sejarah Dibalik Kamis Putih Sebelum Paskah
31305,Reduction of greenhouse gas emissions needed to curb hunger,Technology,Pengurangan emisi gas rumah kaca diperlukan untuk mengekang kelaparan
35547,Alibaba IPO will put Yahoo in tough spot,Economy,IPO Alibaba akan menempatkan Yahoo pada posisi yang sulit
49415,"Lady Gaga combines Michael Jackson, Gandhi and Jesus in bizarre new GUY  ...",Entertainment,"Lady Gaga menggabungkan Michael Jackson, Gandhi dan Yesus dalam GUY baru yang aneh ..."
11918,"Headphone to monitor pulse, BP?",Technology,"Headphone untuk memonitor denyut nadi, BP?"
52730,Review: The Walking Dead #124,Entertainment,Ulasan: Orang Mati Berjalan #124
27035,Juan Pablo gives a final rose to end a turbulent season of 'The Bachelor',Entertainment,Juan Pablo memberikan mawar terakhir untuk mengakhiri musim penuh gejolak 'The Bachelor'
49597,"PLAYBILL.COM'S THEATRE WEEK IN REVIEW, March 15-21: Aladdin Flies  ...",Entertainment,"TINJAUAN MINGGU TEATER PLAYBILL.COM, 15-21 Maret: Aladdin Terbang ..."
60126,Bank Of America In Settlement Talks With US Justice Dept.,Economy,Bank Of America Dalam Pembicaraan Penyelesaian Dengan Departemen Kehakiman AS.
31259,Facebook 'manipulated' 700k users' News Feeds during 'psychology experiment',Technology,Facebook 'memanipulasi' 700 ribu Umpan Berita pengguna selama 'eksperimen psikologi'
23149,Popular Candy Crush game worth $7.7b,Economy,"Game Candy Crush populer senilai $7,7 miliar"
60634,"BMO Harris, TD Bank Mortgage Rates Looking Better Wednesday Mar 19",Economy,"BMO Harris, TD Suku Bunga Hipotek Bank Terlihat Lebih Baik Rabu 19 Maret"
48078,Global warming on verge of being out of control: UN,Technology,Pemanasan global hampir tidak terkendali: PBB
55652,Chinese Millionaire's New York Charity Meal Creates Chaos,Economy,Makanan Amal Jutawan Tiongkok di New York Menciptakan Kekacauan
32042,Amazon sends exclusive invites for 2 April video streaming launch,Technology,Amazon mengirimkan undangan eksklusif untuk peluncuran streaming video pada 2 April
52955,"Google Glass to get Android KitKat update next week for better battery, gallery  ...",Technology,"Google Glass akan mendapatkan pembaruan Android KitKat minggu depan untuk baterai yang lebih baik, galeri ..."
64575,Anna Kendrick hosted SNL and it was perfect!,Entertainment,Anna Kendrick menjadi pembawa acara SNL dan itu sempurna!
39980,Japan drugmaker Takeda says will fight $6 billion US damages order,Economy,"Produsen obat asal Jepang, Takeda, mengatakan akan melawan perintah ganti rugi AS senilai $6 miliar"
44126,Nokia may turn Chennai factory into contract manufacturing facility,Technology,Nokia mungkin mengubah pabrik di Chennai menjadi fasilitas manufaktur kontrak
11705,Euro zone manufacturing recovery slows in May,Economy,Pemulihan manufaktur zona euro melambat di bulan Mei
48247,Fitch raises outlook on Portugal's debt rating,Economy,Fitch menaikkan prospek peringkat utang Portugal
2112,State jobless rate closes in on nation's,Economy,Tingkat pengangguran negara bagian mendekati tingkat pengangguran nasional
23436,"Surface Pro 3 review: Microsoft's tablet-laptop works well, but has its drawbacks",Technology,"Ulasan Surface Pro 3: Tablet-laptop Microsoft berfungsi dengan baik, tetapi memiliki kekurangan"
27934,Hollywood hot to produce movie about Army Sgt. Bowe Bergdahl,Entertainment,Hollywood sedang panas-panasnya memproduksi film tentang Sersan Angkatan Darat. Bowe Bergdahl
16172,"Anglo Irish Bank trial: the numbers, the charges, the witnesses",Economy,"Sidang Anglo Irish Bank: angka, dakwaan, saksi"
9713,BBC's 'Sherlock' to Return for Fourth Season and One-Off Special,Entertainment,'Sherlock' BBC Akan Kembali untuk Musim Keempat dan Spesial Satu Kali
31234,Emirates backs out of Airbus deal,Economy,Emirates mundur dari kesepakatan Airbus
51157,Sultan of Brunei imposes harsh Islamic criminal code,Entertainment,Sultan Brunei menerapkan hukum pidana Islam yang keras
8581,"Pink Floyd to release 1st album since '94, Gilmour's wife says",Entertainment,"Pink Floyd akan merilis album pertamanya sejak '94, kata istri Gilmour"
64236,Amazon raising Prime membership to $99 per year,Economy,Amazon meningkatkan keanggotaan Prime menjadi $99 per tahun
58082,European car sales up for sixth month in a row,Economy,Penjualan mobil Eropa naik selama enam bulan berturut-turut
61140,Eminem and Rihanna's 'Monster' Mini-Tour Dates Revealed,Entertainment,Tanggal Tur Mini 'Monster' Eminem dan Rihanna Terungkap
51472,Malaysia Airlines: Clearest images yet of possible wreckage?,Economy,Malaysia Airlines: Gambar paling jelas tentang kemungkinan puing-puing?
48324,Captain America sequel defends U.S. box office title for second week,Entertainment,Sekuel Captain America mempertahankan gelar box office AS untuk minggu kedua
724,VIDEO: Double Amputee's Inspiring DWTS Performance,Entertainment,VIDEO: Pertunjukan DWTS Double Amputee yang Menginspirasi
35992,Oculus Rift banned for sale in China due to resellers,Technology,Oculus Rift dilarang dijual di China karena reseller
15743,"Samsung Galaxy Tab S 10.5 and 8.4 announced – Price, Features, and  ...",Technology,"Samsung Galaxy Tab S 10.5 dan 8.4 diumumkan – Harga, Fitur, dan ..."
51468,Kim Kardashian Flaunts Her Breasts in Front of A Crowd With 100000 People  ...,Entertainment,Kim Kardashian Memamerkan Payudaranya di Depan 100.000 Orang ...
41601,'Star Wars: Episode VII' Has Already Begun Filming,Entertainment,'Star Wars: Episode VII' Sudah Mulai Syuting
28070,Rosie O'Donnell repopulating 'The View': report,Entertainment,Rosie O'Donnell mengisi kembali 'The View': laporkan
8686,"10 details about Jessica Simpson's wedding: flubbed vows, pre-wedding BBQ",Entertainment,"10 detail tentang pernikahan Jessica Simpson: janji yang gagal, BBQ pranikah"
40346,"Movie review: 'Guardians of the Galaxy' has the right mix of special effects, acting  ...",Entertainment,"Ulasan film: 'Guardians of the Galaxy' memiliki perpaduan yang tepat antara efek khusus, akting ..."
40819,'The Fault in Our Stars' New York Premiere,Entertainment,"Tayangan Perdana ""Kesalahan pada Bintang Kita"" di New York"
63761,Commuters face unknown when northbound Pulaski Skyway lanes close Saturday,Economy,Para penumpang menghadapi hal yang tidak diketahui ketika jalur Pulaski Skyway menuju utara ditutup pada hari Sabtu
26854,Bob Dylan Song Wins Big at Auction,Entertainment,Lagu Bob Dylan Menang Besar di Lelang
14090,"Google I/O 2014 to unveil new Android version, wearables",Technology,"Google I/O 2014 akan meluncurkan versi Android baru, perangkat yang dapat dikenakan"
57224,McDonald's In The Frying Pan,Economy,McDonald's di Penggorengan
50979,Retelling of 'Noah' takes major liberties,Entertainment,Menceritakan kembali 'Noah' membutuhkan kebebasan besar
58747,27/08/2014Climate change poses growing health threat: UN,Technology,27/08/2014Perubahan iklim menimbulkan ancaman kesehatan yang semakin besar: PBB
24614,Rolf Harris guilty,Entertainment,Rolf Harris bersalah
3602,"Stock futures up, looking past China to retail sales",Economy,"Saham berjangka naik, melampaui penjualan ritel Tiongkok"
57093,Surface Pro 3 vs. iPad Air: Which is Better for Business?,Technology,Surface Pro 3 vs. iPad Air: Mana yang Lebih Baik untuk Bisnis?
53428,Hollywood News: Tom Hanks preparing to reunite with Steven Spielberg,Entertainment,Berita Hollywood: Tom Hanks bersiap untuk bersatu kembali dengan Steven Spielberg
260,"Meet Nicola Peltz, Hollywood's Newest Action Babe",Entertainment,"Temui Nicola Peltz, Film Aksi Terbaru Hollywood"
54333,Cannes Presents: 'The Search',Entertainment,Cannes Mempersembahkan: 'Pencarian'
16244,Ben Affleck's card-counting kerfuffle: Life imitates art,Entertainment,Kerfuffle penghitungan kartu Ben Affleck: Kehidupan meniru seni
60160,Facebook launches optional Nearby Friends feature for Android and iOS,Technology,Facebook meluncurkan fitur Teman Terdekat opsional untuk Android dan iOS
7863,NASA Satellite to Inventory Climate-Changing Carbon From Space,Technology,Satelit NASA Akan Menginventarisasi Karbon Pengubah Iklim Dari Luar Angkasa
15241,Iraq concerns lift top-rated euro zone bonds but Fed limits gains,Economy,Kekhawatiran Irak akan mengangkat obligasi zona euro dengan peringkat tertinggi namun Fed membatasi kenaikannya
41500,"As its suitors amass, T-Mobile beats out its competitors in Q2 subscriber growth",Technology,"Seiring bertambahnya pelamar, T-Mobile mengalahkan pesaingnya dalam pertumbuhan pelanggan Q2"
19153,Survey finds Americans largely optimistic about science,Technology,Survei menemukan sebagian besar orang Amerika optimis terhadap sains
34619,PS4 top-selling US console in June despite Kinect-less Xbox One launch,Technology,Konsol PS4 terlaris di AS pada bulan Juni meskipun Xbox One diluncurkan tanpa Kinect
36957,3 major hurdles for any Apple-Comcast streaming TV deal,Technology,3 rintangan besar untuk kesepakatan TV streaming Apple-Comcast
48,"Pfizer confirms AstraZeneca bid, still chasing $100 billion deal (Video)",Economy,"Pfizer mengonfirmasi tawaran AstraZeneca, masih mengejar kesepakatan senilai $100 miliar (Video)"
13053,"Motorola reveals Moto E, even cheaper than the Moto G",Technology,"Motorola mengungkap Moto E, bahkan lebih murah dari Moto G"
288,L'Wren Scott's funeral to be held in Los Angeles - report,Entertainment,Pemakaman L'Wren Scott akan diadakan di Los Angeles - laporkan
39845,Singer Glen Campbell placed into healthcare facility,Entertainment,Penyanyi Glen Campbell ditempatkan di fasilitas kesehatan
54334,"Christ Bearer, Wu-Tang Affiliated Rapper, Cuts Off Penis in Suicide Attempt",Entertainment,"Christ Bearer, Rapper yang Berafiliasi dengan Wu-Tang, Memotong Penis dalam Upaya Bunuh Diri"
3418,George Clooney ends UN peace role,Entertainment,George Clooney mengakhiri peran perdamaian PBB
51411,Hitting The Trunk Road | SXSW Music Communal Experiences,Entertainment,Menuju Jalan Utama | Pengalaman Komunal Musik SXSW
30879,Robert Pattinson's sister Lizzy Pattinson is officially going to be on The X Factor,Entertainment,"Adik Robert Pattinson, Lizzy Pattinson, secara resmi akan tampil di The X Factor"
57545,The Bachelorette 2014 Spoilers Episode 7: Nick Viall Sneaks Into Andi  ...,Entertainment,Spoiler The Bachelorette 2014 Episode 7: Nick Viall Menyelinap Ke Andi ...
13448,Obama's climate plan is already working — in China,Technology,Rencana iklim Obama sudah berjalan baik – di Tiongkok
58767,New York Attorney General accuses Barclays of 'dark pool' fraud,Economy,Jaksa Agung New York menuduh Barclays melakukan penipuan 'kolam gelap'
34540,Lenovo recalls batteries,Technology,Lenovo menarik kembali baterai
50092,Mount St. Helens eruption photos: Trail Blazers coverage helps earn access to  ...,Technology,Foto letusan Gunung St. Helens: Liputan Trail Blazers membantu mendapatkan akses ke ...
49289,Ohio Gas Prices Continue to Drop After Holiday,Technology,Harga Gas Ohio Terus Turun Setelah Liburan
33725,Art hoarder Gurlitt leaves trove to Swiss art museum,Entertainment,"Penimbun karya seni, Gurlitt, meninggalkan harta karunnya ke museum seni Swiss"
55960,Flower Mound actress is inspired by making movies with big stars Adam Sandler  ...,Entertainment,Aktris Flower Mound terinspirasi membuat film dengan bintang besar Adam Sandler ...
50557,Ithaca Energy prices its notes offering,Economy,Ithaca Energy memberi harga pada penawaran obligasinya
26381,Hesse says he's OK not leading merged Sprint/T-Mobile (Video),Technology,Hesse bilang dia baik-baik saja tidak memimpin penggabungan Sprint/T-Mobile (Video)
44256,Social Media Buzz: 'Rio 2′ to Fly High Above Box Office,Entertainment,"Buzz Media Sosial: 'Rio 2′ Terbang Tinggi Di Atas Box Office""."
34576,Snow White and the Huntsman is getting a Kristen Stewart-less sequel,Entertainment,Snow White and the Huntsman mendapatkan sekuel tanpa Kristen Stewart
2184,Privacy Files: Terms of Trust,Technology,File Privasi: Ketentuan Kepercayaan
4759,"Fixed-Income Results Tied to Business Mix, Analysts Say",Economy,"Hasil Pendapatan Tetap Terkait dengan Bauran Bisnis, Kata Para Analis"
4402,"Hello, Gorgeous! Sinéad O'Connor Goes Shockingly Glam for New Album Cover",Entertainment,"Halo, Cantik! Sinéad O'Connor Menjadi Sangat Glamor untuk Sampul Album Barunya"
35683,"James Franco Called One New York Times Critic a ""Little Bitch"" On Instagram",Entertainment,"James Franco Menyebut Seorang Kritikus New York Times sebagai ""Pelacur Kecil"" Di Instagram"
59811,French Montana: Twitter Reacts To Khloe Kardashian Dating Rumors,Entertainment,French Montana: Reaksi Twitter Terhadap Rumor Kencan Khloe Kardashian
2774,Facebook's Nearby Friends service will share your exact location with friends,Technology,Layanan Teman Terdekat Facebook akan membagikan lokasi persis Anda dengan teman-teman
43069,Katherine Webb & AJ McCarron -- 4-MONTH ENGAGEMENT ... We Don't Wanna  ...,Entertainment,Katherine Webb & AJ McCarron -- KETERLIBATAN 4 BULAN ... Kami Tidak Ingin ...
55153,Oversight committee would review Detroit spending for 20 years under pending  ...,Economy,Komite pengawas akan meninjau pengeluaran Detroit selama 20 tahun di bawah ...
61758,Former P&G Executive Suggested By President To Head VA,Economy,Mantan Eksekutif P&G Diusulkan Oleh Presiden Menjadi Kepala VA
7343,Average gas price edges up in Yakima,Technology,Harga rata-rata bahan bakar naik di Yakima
25886,"Supreme Court rules against TV-streaming service Aereo, effectively kills company",Technology,"Mahkamah Agung memutuskan menentang layanan streaming TV Aereo, yang secara efektif mematikan perusahaan"
35546,"Health Tracking Platform, Google Fit, May Be Unveiled At Google I/O 2014",Technology,"Platform Pelacakan Kesehatan, Google Fit, Mungkin Diluncurkan di Google I/O 2014"
2454,"As Kim Kardashian marries Kanye West, New York Sports Clubs burns Kris  ...",Entertainment,"Saat Kim Kardashian menikahi Kanye West, Klub Olahraga New York membakar Kris ..."
58556,'Star Wars: Episode 7' Cast Adds Two Newcomers,Entertainment,"""Pemeran 'Star Wars: Episode 7' Menambah Dua Pendatang Baru""."
4745,George Clooney Disses Steve Wynn in Las Vegas Over Obama Care After a  ...,Entertainment,George Clooney Membenci Steve Wynn di Las Vegas Atas Kepedulian Obama Setelah ...
54483,A Thorough and Barely Necessary Dissection of the VMA Nominations,Entertainment,Pembedahan Nominasi VMA yang Menyeluruh dan Hampir Tidak Perlu
33274,"Ariana Grande, Jessie J & Nicki Minaj New Single 'Bang Bang' (VIDEO)",Entertainment,"Ariana Grande, Jessie J & Nicki Minaj Single Baru 'Bang Bang' (VIDEO)"
57510,iPad trade-in program kicks off in Apple Stores,Technology,Program tukar tambah iPad dimulai di Apple Store
21634,Web Hosting Firm Throttles FCC Access to 28 kbps in Protest,Technology,Perusahaan Web Hosting Batasi Akses FCC ke 28 kbps sebagai Protes
34552,"Tributes to soul legend Bobby Womack, dead at 70",Entertainment,"Penghormatan kepada legenda soul Bobby Womack, meninggal pada usia 70"
16055,Tesla Is as Smart as It Gets,Technology,Tesla Sangat Cerdas
54438,Gotham extended trailer is released,Entertainment,Trailer tambahan Gotham dirilis
62976,Tibetans inherited 'super gene' from extinct humans to survive life on the Roof of  ...,Technology,Orang Tibet mewarisi 'gen super' dari manusia yang punah untuk bertahan hidup di Atap ...
28947,Lifetime Will Produce a Whitney Houston Biopic,Entertainment,Lifetime Akan Menghasilkan Film Biopik Whitney Houston
34769,Plane and simple: Courtney Love,Entertainment,Pesawat dan sederhana: Courtney Love
50456,Pfizer considers $100bn bid for AstraZeneca: report,Economy,Pfizer mempertimbangkan tawaran $100 miliar untuk AstraZeneca: laporan
19166,How and Why the Heartbleed Bug Got Its Name,Technology,Bagaimana dan Mengapa Bug Heartbleed Mendapatkan Namanya
61270,'The Walking Dead' Finale Was The Perfect Reset Button For Season 5,Entertainment,"Final ""The Walking Dead"" Adalah Tombol Reset Sempurna Untuk Musim 5"
31331,Watch: Emimen says sorry to his mum in 'Headlights' video,Entertainment,Tonton: Emimen meminta maaf kepada ibunya di video 'Headlights'
42447,"Men's Wearhouse will acquire Jos. A. Bank, ending battle of the suits",Economy,"Men's Wearhouse akan mengakuisisi Jos. A. Bank, mengakhiri pertarungan setelan tersebut"
21757,TGIf: Movie capsules for the week starting May 9,Entertainment,TGIf: Kapsul film untuk minggu ini mulai 9 Mei
60686,McCartney returns to stage after brief hospitalization with virus,Entertainment,McCartney kembali ke panggung setelah dirawat di rumah sakit sebentar karena virus
8384,Transcript of a Press Conference On the Concluding Statement of the US Article  ...,Economy,Transkrip Konferensi Pers Tentang Pernyataan Penutup Artikel AS ...
48453,"Taiwan building US$100mil port in South China Sea, no protest from China",Economy,"Taiwan membangun pelabuhan senilai US$100 juta di Laut Cina Selatan, tidak ada protes dari Tiongkok"
17365,Jacques Cousteau's grandson leads aquanaut team on record-breaking ocean  ...,Technology,Cucu Jacques Cousteau memimpin tim aquanaut di lautan yang memecahkan rekor ...
50561,"A galaxy far, far away in Abu Dhabi: State-backed media hub says 'Star Wars  ...",Entertainment,Sebuah galaksi yang sangat jauh di Abu Dhabi: Pusat media yang didukung negara mengatakan 'Star Wars ...
65445,Sony tries out virtual reality,Technology,Sony mencoba realitas virtual
5733,US Chamber and NAM Rally Hundreds for Export-Import Bank,Economy,Kamar Dagang AS dan GNB Mengumpulkan Ratusan Orang untuk Bank Ekspor-Impor
42049,FTC officials back Tesla's direct-to-consumer car sales model,Technology,Pejabat FTC mendukung model penjualan mobil langsung ke konsumen Tesla
15604,Justin Bieber Posts Photo Sitting in Yovanna Ventura's Lap — Are They Dating  ...,Entertainment,Justin Bieber Posting Foto Duduk di Pangkuan Yovanna Ventura — Apakah Mereka Berkencan ...
17952,"Yes, The Secret Service Would Shoot Mr. Met In An Instant, In Case You Were  ...",Entertainment,"Ya, Dinas Rahasia Akan Menembak Tuan Met Dalam Sekejap, Kalau-kalau Anda ..."
36964,"Windows Phone 8.1 update takes Cortana to China, UK, and three other countries",Technology,"Pembaruan Windows Phone 8.1 membawa Cortana ke Cina, Inggris, dan tiga negara lainnya"
16047,HIGHLIGHTS: Comments from Chinese Premier Li Keqiang,Economy,SOROTAN: Komentar dari Perdana Menteri Tiongkok Li Keqiang
42352,"Matthew Cowles Death: 'All My Children' Actor Dies At 69, Actress Wife Christine  ...",Entertainment,"Kematian Matthew Cowles: Aktor 'All My Children' Meninggal Pada Usia 69, Istri Aktris Christine ..."
33430,"Xbox One Titanfall to launch at 792p, might increase later",Technology,"Xbox One Titanfall diluncurkan pada 792p, mungkin akan meningkat nanti"
11933,Belle Knox Offers Duke Basketball Team An Extremely NSFW Incentive To Win  ...,Entertainment,Belle Knox Menawarkan Tim Bola Basket Duke Insentif Yang Sangat NSFW Untuk Menang ...
4076,Another Apple-Samsung Battle Heads To Court,Technology,Pertarungan Apple-Samsung Lainnya Menuju Pengadilan
59745,Rihanna leaves NOTHING to the imagination in racy sheer embellished halter  ...,Entertainment,Rihanna TIDAK meninggalkan imajinasi apa pun dalam balutan halter tipis yang penuh hiasan ...
30462,"Google Glass Gets Android 4.4 Kitkat and New Features, Samsung Patents  ...",Technology,"Google Glass Dapatkan Android 4.4 Kitkat dan Fitur Baru, Samsung Paten ..."
14253,"Mother, Mom, Mama, Mommy, Ma",Entertainment,"Ibu, Ibu, Ibu, Ibu, Bu"
44089,Zillow buys Trulia for $3.5B in mega real estate deal,Economy,"Zillow membeli Trulia seharga $3,5 miliar dalam kesepakatan besar real estat"
38504,Poll: Who Is the King/Queen of Evening News?,Entertainment,Jajak Pendapat: Siapakah Raja/Ratu Berita Sore?
9144,"Hot Movers: Apple Inc. (NASDAQ:AAPL), Black Berry Ltd (NASDAQ:BBRY  ...",Technology,"Penggerak Terpopuler: Apple Inc. (NASDAQ:AAPL), Black Berry Ltd (NASDAQ:BBRY ..."
37147,Motorola 6.3-inch phablet tipped for third-quarter launch,Technology,"Phablet Motorola 6,3 inci diperkirakan akan diluncurkan pada kuartal ketiga"
43952,Linn Energy to acquire Devon non-core U.S. properties for $2.3B,Economy,"Linn Energy akan mengakuisisi properti non-inti Devon di AS senilai $2,3 miliar"
64001,Gregg Allman Biopic Death -- Director Charged in Fatal Train Track Accident,Entertainment,Kematian Biopik Gregg Allman -- Sutradara Didakwa dalam Kecelakaan Jalur Kereta Api yang Fatal
54971,(click the phrases to see a list),Economy,(klik frasa untuk melihat daftar)
57591,Google secretly working on Android tv set-top box to compete Amazon and Apple,Technology,Google diam-diam sedang mengerjakan set-top box TV Android untuk menyaingi Amazon dan Apple
20914,Fetching 'Peabody & Sherman' tops box office,Entertainment,Mengambil 'Peabody & Sherman' menduduki puncak box office
42801,Murphy directs his cast to greatness in this timeless classic,Entertainment,Murphy directs his cast to greatness in this timeless classic
583,"Alliant to Merge Defense Business Unit With Orbital, Plans Split -- 2nd Update",Economy,"Alliant Akan Menggabungkan Unit Bisnis Pertahanan Dengan Orbital, Rencana Terpisah -- Pembaruan ke-2"
62371,"Bitcoin Is Taxable, IRS Claims",Economy,"Bitcoin Kena Pajak, Klaim IRS"
21996,REFILE-Swan song for dead parrot? Pythons say reunion will be last,Entertainment,REFILE-Lagu angsa untuk burung beo yang mati? Ular piton mengatakan reuni akan menjadi yang terakhir
57996,"'Notebook' star Ryan Gosling wanted Rachel McAdams off the set, director reveals",Entertainment,"Bintang 'Notebook' Ryan Gosling ingin Rachel McAdams keluar dari lokasi syuting, ungkap sutradara"
22009,ODNR: Fracking well probable cause for earthquakes,Economy,ODNR: Sumur retak kemungkinan penyebab gempa bumi
56485,BlackRock Names Hallac Co-President in Reorganization,Economy,BlackRock Menunjuk Hallac sebagai Wakil Presiden dalam Reorganisasi
63629,US: New Home Sales Fall 14.5% in March,Economy,"AS: Penjualan Rumah Baru Turun 14,5% di bulan Maret"
28964,Insider trading costs former BP employee $224000,Economy,Perdagangan orang dalam merugikan mantan karyawan BP sebesar $224.000
11166,iOS 8 release date at WWDC 2014? Apple set for busy year with iPhone 6  ...,Technology,Tanggal rilis iOS 8 di WWDC 2014? Apple bersiap untuk tahun yang sibuk dengan iPhone 6 ...
51864,"Uber Cuts Prices in NYC, Claims It's Now Cheaper Than Taxis",Economy,"Uber Memotong Harga di NYC, Mengklaim Sekarang Lebih Murah Dari Taksi"
34533,Print me your ear: Team 3D print Van Gogh's infamous ear,Entertainment,Cetak telingamu untukku: Tim 3D mencetak telinga terkenal Van Gogh
26680,Captain America: The Winter Soldier's Chris Evans Says Marvel Has The Midas  ...,Entertainment,Chris Evans dari Captain America: The Winter Soldier Mengatakan Marvel Memiliki Midas ...
48945,Turkish President Gul condemns Twitter ban,Economy,Presiden Turki Gul mengutuk larangan Twitter
28122,Zac Efron Shows He's Still Incredibly Hot In Full Drag In A Fun Skit,Entertainment,Zac Efron Menunjukkan Dia Masih Sangat Seksi Dalam Drama Drama Yang Menyenangkan
36387,"Wall Street to digest weak China, Japan data",Economy,Wall Street mencerna data Tiongkok dan Jepang yang lemah
59678,Sony Vaio Fit 11A Recall Because Of Battery Overheating Risk,Technology,Sony Vaio Fit 11A Recall Karena Risiko Baterai Terlalu Panas
57488,'Dom Hemingway': Jude Law Takes A Gritty Role In A Low-Budget Meathead Of  ...,Entertainment,'Dom Hemingway': Jude Law Mengambil Peran Penting Dalam Film Meathead Beranggaran Rendah ...
14805,The Amazing Spider-Man 2 spends second week at top of UK box office,Entertainment,The Amazing Spider-Man 2 menghabiskan minggu kedua di puncak box office Inggris
11570,Sad Kanye West really didn't enjoy zip-lining with Kim Kardashian,Entertainment,Kanye West yang sedih benar-benar tidak menikmati zip-lining bersama Kim Kardashian
61633,Pfizer ditches pursuit of AstraZeneca,Economy,Pfizer menghentikan pengejaran terhadap AstraZeneca
25724,Scientists Introduce 'Chicken From Hell' Dinosaur to World,Technology,Ilmuwan Memperkenalkan Dinosaurus 'Ayam Dari Neraka' ke Dunia
64686,Rihanna backtracks on Palestine tweet,Entertainment,Rihanna menarik kembali tweet Palestina
46934,International report charts path to deep carbon cuts,Technology,Laporan internasional menunjukkan jalan menuju pengurangan karbon yang besar
13562,"Review: iPhone 6? vs Samsung Galaxy S5 – Design, Prices, Battery Life & Specs",Technology,"Ulasan: iPhone 6? vs Samsung Galaxy S5 – Desain, Harga, Daya Tahan Baterai & Spesifikasi"
33681,Title revealed for upcoming Batman V. Superman film,Entertainment,Judul terungkap untuk film Batman V. Superman mendatang
10258,Netflix Officially Raises Price for New Customers,Technology,Netflix Resmi Menaikkan Harga untuk Pelanggan Baru
33694,Fiat chiefs confirm Lancia to only sell cars in Italy,Economy,Pimpinan Fiat mengonfirmasi Lancia hanya menjual mobil di Italia
27550,Coldwater Creek Wins Approval of Loan to Fund Liquidation (1),Economy,Coldwater Creek Memenangkan Persetujuan Pinjaman untuk Mendanai Likuidasi (1)
59163,AC/DC rumoured to be retiring following claims guitarist Malcolm Young is ill,Entertainment,AC/DC dikabarkan akan pensiun menyusul klaim gitaris Malcolm Young sedang sakit
18882,UK regulator probes Facebook's psychological experiment,Technology,Regulator Inggris menyelidiki eksperimen psikologis Facebook
