Tweet,Category
"Saat ini perekonomian kita masih tumbuh positif sebesar 5 61% dan inflasi sangat terkendali sebesar 2 41%. Daya beli kita di akar rumput masih terjaga. ""Dompet"" Negara Jauh  Tahun '98  Bank Indonesia Mundur Karena Devisa",Economy
Sangkar Ling luar biasa! Donghua lebih unggul dari anime dan saya suka anime. Anda tidak dapat membandingkan animasi tempo cerita atau durasinya dengan apa pun di anime.  Ada beberapa 300+ episode anime tetapi mereka memiliki 100 pengisi yang jelek untuk mencapainya. One piece jelek jadi jangan mau mendengarnya!,Entertaiment
Teknologi Pelacak Bus Haji Pantau Jemaah Indonesia 24 Jam,Technology
YOOOO AKU PERASAAN INI ADALAH LING CAGE,Entertaiment
Jajaran PlayStation State of Play 2026 bocor,Entertaiment
SAP Autonomous Enterprise: Kolaborasi Manusia dan Agen AI di Dunia Bisnis,Technology
Sumpah muak bgt liat kelakuan presiden dan kabinetnya   dpr ga guno pisan  Market remuk   apa apa naik   sumpah serapah dari 283 juta penduduk indo buat pemerintahan saat ini.,Economy
Linknet Garap CCTV Berbasis AI di Kawasan Industri EJIP,Technology
Hoax dan Deepfake Jadi Ancaman Baru Ketahanan Nasional,Technology
"Video musik Dungeon Fighter Online ""Pilih Racun Anda"".",Entertaiment
Indonesia di ambang krisis ekonomi akibat kebijakan sembrono Pemerintahan Prabowo di ambang kebangkrutan. Namun situasi ini tetap tidak membuat Prabowo menyadari kesalahannya,Economy
global sarat tidak pasti  namun dapat mewujudkan ketahanan dengan fondasi yang solid. Faktor penentunya: pemerataan  UMKM maju  & gotong royong. STRATEGI,Economy
bagian ini?? halo kuro??? Saya tidak bisa berkata-kata.,Entertaiment
APINDO optimis tumbuh sampai 5 0.04  yuk sambut masa depan cerah!,Economy
Fundamental perekonomian Indonesia saat ini jauh lebih kuat dibandingkan krisis-krisis sebelumnya. Dengan cadangan devisa yang memadai dan inflasi yang terkendali  pemerintah dan Bank Indonesia memiliki instrumen yang memadai untuk menjaga stabilitas pasar.,Economy
bukan ini saya.......,Entertaiment
Video Samsung Tanggapi Gugatan Dua Lipa Senilai Rp263 Miliar,Technology
Purbaya Yudhi Sadewa menilai kritik The Economist harus dilihat secara objektif. Indonesia disebut masih memiliki ketahanan ekonomi yang kuat  pasar domestik yang besar  dan peluang pertumbuhan yang menjanjikan dibandingkan banyak negara Eropa.,Economy
iPhone 16 Pro Max Kirana Larasati Ikut Diving 150 Meter  Begini Nasibnya,Technology
Semua karakter KV dari Kimetsu terinspirasi oleh sampul manga,Entertaiment
Film (serial) jenis apa?,Entertaiment
Xi Jinping Janjikan 'Karpet Merah' Bagi Raksasa Teknologi AS,Technology
Sayangnya  Indonesia memiliki Presiden yang sikapnya terkesan sulit menerima masukan dan kritik dari luar lingkarannya. Situasi perekonomian saat ini sudah mulai merah. Batasannya sangat tipis sebelum krisis terjadi. Presiden harus menyadari atau didesak Dari á¶â±á¶Ø§Ú¯ áµâ± á´°â±â¿áµâ±â¿áµ,Economy
TIDAK MUNGKIN DEVS INI MENAMBAHKAN EFEK SUARA FUCKASS INI KE IDLE DIA,Entertaiment
Digitalisasi UMKM Kian Masif  Koneksi Internet Stabil Jadi Andalan,Technology
disiplin kebijakan fiskal selama lebih dari 2 dekade (defisit anggaran dibatasi sebesar 3% - Anda lihat India dapat mengalami defisit anggaran sebesar 7-8% dari PDB jika digabungkan antara federal + negara bagian) merupakan penyangga yang sangat besar bagi pemerintahan ini. Jadi menurut saya akan tetap maju secara ekonomi,Economy
Tapi saya tidak tahu mengapa Donghua di luar Tiongkok ini diremehkan.,Entertaiment
Benar-benar sinematik!  Kualitas animasi Ling Cage berada pada level lain â setiap episode terasa seperti film blockbuster fiksi ilmiah Hollywood yang lengkap. Visualnya pencahayaannya pembangunan dunia... Donghua Tiongkok sedang makan saat ini.,Entertaiment
Narasi bahwa daya beli masyarakat melemah ternyata tidak sepenuhnya sesuai fakta. Di tengah kritik Anies Baswedan terhadap pemerintah  data BPS justru mencatat konsumsi rumah tangga tumbuh 5 56%. Ini menunjukkan aktivitas masyarakat masih bergerak positif dan menjadi,Economy
yo apakah ini bagus,Entertaiment
Silakan tonton Fullmetal Alchemist All-Star dengan animasi Granblue Fantasy.,Entertaiment
kalian semua apa dialognya jika Anda memilih untuk tidak meletakkan kuenya,Entertaiment
CEO Qualcomm Cristiano Amon berbagi bagaimana AI akan mengubah masa depan otomotif di Computex 2026.,Technology
âPertumbuhan kuartal I-2026 menembus 5 61%!â Di atas kertas  angka ini adalah sinyal optimisme. Tapi di dunia nyata  jutaan kelas menengah justru harus menghitung ulang isi dompet mereka setiap pagi.,Economy
â Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengadu ke Presiden Prabowo Subianto. Bahwa ada ekonom yang aneh-aneh ngomong mau resesif. Padahal menurut dia  kondisi ekonomi nasional kita di atas rata-rata global,Economy
"""tgl 10 Juni 2026"" ""jika dijumlahkan angkanya ini benar"" ""10 Juni. Juni adalah bulan ke-6 kan?"" ""jadi jika 10+6 =17"" DAN PENONTON BERTEPUK TANGAN",Economy
Saya sangat menentang gagasan ini. Game ini bukan Genshin Impact dan Fractsidus bukanlah kelompok penjahat seperti Fatui.,Entertaiment
Penguasa misteri kan?,Entertaiment
Udah diganti sama AI flop kayak gini soalnya,Entertaiment
Musim apa ini? Kalau saya telusuri season pertama tayang tahun 2019 dan season terakhir tahun 2025.,Entertaiment
Kata Siapa Minyak Bumi dari Fosil Dino  Ilmuwan Tak Bilang Begitu,Technology
Jika saat ini 95% orang percaya kinerja pemerintah jelek melihat rupiah yg terus menerus melemah  maka dr 5% nya ada gw yang percaya presiden sedang berjuang mempertahankan kedaulatan negara. Jika melihat pola yang terstruktur  sistematis dan masif tentu bisa,Economy
Ya tolong jangan tambahkan judul film/acara,Entertaiment
Mahasiswa RI Juarai Kompetisi Apple  Bongkar Pelacakan Rahasia Internet,Technology
Pameran Ekosistem NVIDIA AI Factory MGX di #COMPUTEX2026 memiliki jawabannya.,Technology
Saat Anda berbicara tentang sebuah serial sebutkan namanya,Entertaiment
Sebagai pemula yang lebih mengutamakan karakter daripada senjata memang menyenangkan. Saya suka perjudian dan kejutan,Entertaiment
Menteri Keuangan Purbaya langsung terbang ke Amerika untuk meluruskan keadaan. Ternyata semua itu ulah para pengkhianat bangsa yang sengaja menyebarkan kabar buruk mengenai perekonomian Indonesia. Setelah mendengar klarifikasinya Bank Dunia akhirnya paham dan resmi,Economy
Senjata Laser Makin Menjamur di Timur Tengah  Ini Alasannya,Technology
Membantah pengamat yg sarat pesan sponsor yg mengatakan akan tamat jika nilai tukar rupiah jatuh ke 22 rb dan harga minyak dunia tembus 200 USD per barel Krn belum pada level resesi apalagi krisis,Economy
Ngeri! Dua Jet Tempur Angkatan Laut AS Bertabrakan di Udara,Technology
Menteri Koordinator (Menko) Bidang Perekonomian Airlangga Hartarto mengungkapkan pemerintah tengah mematangkan berbagai aturan jelang pemberlakuan kebijakan Devisa Hasil Ekspor (DHE) yang mulai berlaku pada 1 Juni 2026.,Economy
Ramalan Teknologi Zaman Dulu Ini Bikin Tercengang,Technology
'Gerbang Internet' di Wamena Bikin Internet Papua Pegunungan Stabil,Technology
Dasco datang  IHSG tumbang. Apakah itu dalangnya? Berhenti. Ini cocoklogi kelas penerimaan. Fakta waktu Rombongan Dasco dan Danantara baru tiba di BEI jam 10.27 WIB. Sementara IHSG sudah ambrol ke 6.565 sejak pasar buka. Biang keroknya jelas: - Rebalancing MSCI & FTSE coret belasan,Economy
yup tidak ada jalan keluarnya  perekonomian indonesia sudah rapuh dan hampir kolaps. mereka terlalu optimis  ketika itu runtuh!,Economy
Dimana kita bisa nonton anime donghua di website atau channel telegram mana saja,Entertaiment
Pembacaan situasi perekonomian mengenai bahaya tekanan fiskal dan semakin sempitnya ruang gerak negara telah divalidasi oleh analisis majalah terkemuka Inggris  The Economist. Outlet media tersebut memperingatkan pembelanjaan yang terlalu agresif,Economy
Presiden Prabowo Subianto menyoroti global. Menurut Prabowo di tengah kebijakan tarif dari Presiden AS Donald Trump kepada banyak negara membuat,Economy
â¢ Perekonomian kita buruk â¢ Daya beli menurun â¢ Rupiah anjlok â¢ Utang menumpuk â¢ Pengangguran merajalela â¢ Korupsi merajalela â¢ Kemiskinan terus menurun (turun ke cucu!) â¢ Investor lari,Economy
Sangkar Ling bagus,Entertaiment
Kesimpulannya  perekonomian Indonesia belum tentu memasuki krisis  namun jelas memasuki fase hati-hati. Pemerintah melihat fundamental makroekonomi tetap kuat. Namun  pasar dan beberapa ekonom membaca sinyal bahaya dari rupiah,Economy
Ada apa dengan perekonomian Indonesia? Apakah hanya di Indonesia yang perekonomiannya seperti ini? Atau global juga  semua orang mengalaminya? Saya sedang mengalami penurunan omzet ekonomi separah ini. Setiap kali saya pergi ke mana pun  saya mendengar orang mengeluh tentang hal yang sama dengan,Economy
Meta Latih AI Pakai Gerak-gerik Karyawan  Bikin Suasana Tak Nyaman,Technology
The Boys resmi berakhir setelah 7 tahun.,Entertaiment
Show Bangun Platform Film Berbasis Kripto dan AI,Technology
"Siapa yang mengira kalau acara penutupan ""Marapthon: The Last Tale"" akan membawa kejutan semewah ini?",Entertaiment
Donghua > Anime,Entertaiment
doa terbaik untuk perekonomian Indonesia semoga ada yang bisa mengambil tindakan dan menyelamatkan keadaan,Economy
Kondisi Indonesia sangat bagus... Perekonomian tumbuh subur  pemerintah dengan kebijakannya menyerap jutaan lapangan kerja Program Presiden untuk modernisasi kapal penangkap ikan mampu menyerap 500.000 lapangan kerja. Ini baru sisi ini  bahkan belum mencetak sawah,Economy
Cristian Chivu Panen Pujian Usai Bawa Inter Milan Raih Double Winner,Technology
Masa depan yang berorientasi pada agen membutuhkan jenis komputasi baru,Technology
Saya suka hal semacam ini.,Entertaiment
Video: NVIDIA Luncurkan Tekonologi Baru Untuk Pengembangan AI,Technology
Jadwal MPL ID S17 Week 8: Dewa United Esports Vs Evos,Technology
Meski Purbaya sering mengklaim semuanya baik-baik saja  namun perekonomian Indonesia berada dalam mode bertahan.,Economy
Kondisi perekonomian Indonesia saat ini sangat kritis  banyak dari kondisi tersebut yang dipoles dan ditutup-tutupi oleh buzzer pemerintah yang menggunakan argumen dan informasi yang membuat segalanya tampak baik-baik saja. Tujuannya untuk menenangkan situasi dan menghibur warga  namun jika,Economy
Di mana saya bisa menontonnya,Entertaiment
Ini bagus buat ngumpulin coral dibanding di senjata barangkali ada yg tipe senjata harus sign jadi mending gacha ini,Entertaiment
Jadi  masalahnya bukan hanya apakah perekonomian tumbuh atau tidak. Masalah utamanya adalah kualitas dan ketahanan pertumbuhan. Pertumbuhan sebesar 5 61% memang positif  namun pelemahan rupiah  tekanan terhadap IHSG,Economy
Daftar HP Samsung yang Dukung AirDrop untuk Transfer Foto ke iPhone,Technology
Bisakah kita berbicara tentang seni percikan karakter standar???Wuwa tidak pernah melewatkan bruh.,Entertaiment
Di #NVIDIAGTC di #COMPUTEX2026  desain semikonduktor  fisika AI  dan banyak lagi.  jelajahi sesi yang membahas perkembangan terbaru dalam komputasi akselerasi,Technology
TIDAK MUNGKIN DEVS INI MENAMBAHKAN EFEK SUARA FUCKASS INI KE IDLE DIA,Entertaiment
Unboxing iPhone 17e Soft Pink  Warnanya Bikin Kepincut Harga Rp 13 Jutaan,Technology
Google Gagalkan Eksploitasi Zero-Day yang Diciptakan Pakai AI,Technology
Fitur Keamanan Baru Lindungi HP Android dari Copet dan Penipu,Technology
Indonesia sekarang aneh sekali ya? Semuanya tentang pelemahan rupiah MBG korupsi PHK massal dan kenaikan harga bahan bakar. Dulu jauh lebih seru ada manusia babi hutan yang bisa berubah bentuk nenek dengan sendok sayur Ponari UFO di GBK kiamat 2012 gua langsung ke Mekah Wewe Gombel. Sekarang berita hanya membuat semua orang khawatir.,Economy
Dalam normal memang injeksi 200T ke himbara akan membantu dengan asumsi asumsi ideal  tapi dgn,Economy
Tidak menyebutkan nama acara tersebut pada tahun 2026 seharusnya merupakan pelanggaran yang dapat dilarang. Orang-orang benar-benar berpikir bahwa menjaga gerbang adalah sebuah mahakarya membuat mereka istimewa.,Entertaiment
Ramalan Teknologi Masa Depan Ini Ternyata Meleset Jauh,Technology
Reaksi Penggemar Genshin Impact Atas Model Sandrone yang Didesain Ulang,Entertaiment
Indonesia mengumumkan perusahaan milik negara untuk mengendalikan ekspor komoditas penting. Hal ini juga akan mengharuskan eksportir untuk menyimpan pendapatan mereka di bank-bank milik negara. âSetiap harga [komoditas ini] harus kita tentukan. Kalau tidak mendukung  mereka tidak perlu membeli. Kita pakai,Economy
Era AI membutuhkan CPU baru. Perkenalkan NVIDIA Vera  penyelesaian tugas agen 80% lebih cepat daripada x86.,Technology
"Pertumbuhan ekonominya tinggi tapi yang tumbuh tinggi konsumsi Sektor industri pengolahan sektor stagnan Ibarat orang yang makannya banyak  tapi memasaknya sedikit atau ""Rajin Belanja"" belanjanya pakai utang pula oh",Economy
Integrasi Jaringan XLSmart Capai 70%  Sinyal 5G Makin Dikebut,Technology
dia benar-benar menjadi ibunya.,Entertaiment
SpaceX Ternyata Bakar Duit Besar-besaran dan Rugi Raksasa,Technology
