No,News Title,Category,News Title Indonesia
10890,BOND REPORT: 10-year Treasury Yield Hits Lowest Of Year,Economy,LAPORAN OBLIGASI: Imbal Hasil Treasury 10-tahun Mencapai Terendah Tahun Ini
39324,Microsoft Introduces Cloud-Based Office 365 Personal,Technology,Microsoft Memperkenalkan Office 365 Personal Berbasis Cloud
34410,Five public gaffes by actor Shia LaBeouf,Entertainment,Lima kesalahan publik oleh aktor Shia LaBeouf
29185,Key Takeaways From Google I/O: Taking On Apple,Technology,Poin Penting Dari Google I/O: Melawan Apple
16048,Drake Cancels Wireless Festival Performances Due To Illness,Entertainment,Drake Membatalkan Pertunjukan Festival Nirkabel Karena Sakit
57796,CNN: Ukraine and Russia face the music,Entertainment,CNN: Ukraina dan Rusia menghadapi musiknya
38761,Alien Isolation DLC voiced by the original Alien cast,Entertainment,DLC Isolasi Alien disuarakan oleh pemeran Alien asli
22284,Rolf Harris trial: TV star 'told 13-year-old girl in bikini: You've got a great body',Entertainment,Uji coba Rolf Harris: Bintang TV 'memberi tahu gadis 13 tahun berbikini: Kamu punya tubuh yang bagus'
46886,Andrew Garfield on Spider-Man,Entertainment,Andrew Garfield di Spider-Man
2322,Robin Thicke names upcoming album 'Paula' after estranged wife Paula Patton,Entertainment,"Robin Thicke menamai album mendatang 'Paula' dengan nama istrinya yang terasing, Paula Patton"
7272,Google's Modular Ara Smartphone To Launch For The Public In January 2015,Technology,Smartphone Modular Ara Google Akan Diluncurkan Untuk Publik Pada Januari 2015
19544,"Lindsay Lohan Suing over Character in ""Grand Theft Auto V""",Entertainment,"Lindsay Lohan Menuntut Karakter di ""Grand Theft Auto V"""
7279,Holler Will Go Silent: Tupac-Inspired Musical Sets Broadway Closing Date  ...,Entertainment,Holler Akan Menjadi Diam: Set Musikal yang Terinspirasi Tupac Tanggal Penutupan Broadway ...
42852,BoE's Carney Sees More Slack In Economy,Economy,Carney dari BoE Melihat Lebih Banyak Kemunduran Perekonomian
12645,"T-Mobile Axes Overage Fees, Urges Fellow Wireless Providers To Follow Suit",Technology,"T-Mobile Memotong Biaya Kelebihan, Mendesak Sesama Penyedia Nirkabel Untuk Mengikutinya"
33433,The man who brought Gandhi to the Oscars,Entertainment,Pria yang membawa Gandhi ke Oscar
19021,Market Basket workers to protest CEO firing,Economy,Pekerja Market Basket memprotes pemecatan CEO
32654,Apple pushes TouchID towards payments with iOS 8,Technology,Apple mendorong TouchID menuju pembayaran dengan iOS 8
47882,Batman: Arkham Knight Won't Be Out Until 2015,Entertainment,Batman: Arkham Knight Tidak Akan Keluar Hingga 2015
65336,"Taiwan expresses concern, reiterates claim over South China Sea",Economy,Taiwan menyatakan keprihatinannya dan menegaskan kembali klaimnya atas Laut Cina Selatan
41521,Google Inc (GOOG) is shutting down Orkut on Sept. 30th,Technology,Google Inc (GOOG) akan menutup Orkut pada tanggal 30 September
9583,NH postal workers to rally against Staples postal counters,Economy,Pekerja pos NH melakukan unjuk rasa menentang loket pos Staples
48385,Candy Crush maker King in $500 mn Wall Street debut,Economy,Pembuat Candy Crush King dalam debut Wall Street senilai $500 juta
22951,"Family Dollar to shutter 370 stores, slowing growth in 2014",Economy,"Family Dollar akan menutup 370 toko, memperlambat pertumbuhan pada tahun 2014"
25856,Jeep Cherokee Custom Trio Readies for Moab Safari,Technology,Trio Kustom Jeep Cherokee Siap untuk Moab Safari
10208,"Google Glass Release Date on April 15, But on Very Limited Basis",Technology,"Tanggal Rilis Google Glass pada 15 April, Namun dalam Basis yang Sangat Terbatas"
21879,Adele's New Album Title?,Entertainment,Judul Album Baru Adele?
58528,Military Spending Buoys Durable Orders--Second Update,Economy,Pengeluaran Militer Mendukung Pesanan yang Tahan Lama--Pembaruan Kedua
35968,"'22 Jump Street' stars Hill, Tatum headline Pocono",Entertainment,"'22 Jump Street' dibintangi Hill, Tatum menjadi headline Pocono"
19058,It's Going To Be A Huge Week For News About Google's New Chromebook,Technology,Ini Akan Menjadi Minggu Besar Untuk Berita Tentang Chromebook Baru Google
40496,Kim Kardashian Reveals A Lot Of Thigh In Her Torn Jeans,Entertainment,Kim Kardashian Memperlihatkan Banyak Paha Dengan Celana Jeans Robeknya
6208,Disney seeks drone-related air show patents,Economy,Disney mencari paten pertunjukan udara terkait drone
13202,"Keeping Up With The Kardashians: Kim, Khloe gunning for size zero?",Entertainment,"Bersaing Dengan Keluarga Kardashian: Kim, Khloe mengincar ukuran nol?"
9231,LG steps up smartphone effort with G3 flagship,Technology,LG meningkatkan upaya ponsel pintar dengan unggulan G3
17175,Most Smartphones to Have Anti-Theft Kill Switches by 2015,Technology,Kebanyakan Ponsel Cerdas Memiliki Tombol Pembunuh Anti-Pencurian pada tahun 2015
27606,Microsoft Launches Office For iPads,Economy,Microsoft Meluncurkan Office Untuk iPad
39413,Major economies end first quarter on weaker note: PMIs,Economy,Negara-negara besar mengakhiri kuartal pertama dengan catatan yang lebih lemah: PMI
57910,Microsoft's Phil Spencer is Now the Head of Xbox,Technology,Phil Spencer dari Microsoft Kini Menjadi Kepala Xbox
6198,"Earth-like planets Gliese 581 g and d likely don't exist, study says",Technology,"Planet mirip Bumi Gliese 581 g dan d kemungkinan besar tidak ada, kata penelitian"
29698,Easter Services as churches celebrate Holy Week,Entertainment,Ibadah Paskah saat gereja-gereja merayakan Pekan Suci
1037,“Teenage Mutant Ninja Turtles” Trailer: Don't Underestimate Turtle Power And  ...,Entertainment,Trailer “Teenage Mutant Ninja Turtles”: Jangan Remehkan Kekuatan Penyu Dan ...
45882,Paltrow: Office jobs are easier than acting,Entertainment,Paltrow: Pekerjaan kantoran lebih mudah daripada akting
13532,Emmys: 12 Drama Series We Hope Get Nominated Tomorrow (But Probably Won't),Entertainment,Emmy: 12 Serial Drama yang Kami Harap Mendapat Nominasi Besok (Tapi Mungkin Tidak)
56630,Stephen Colbert Responds To #CancelColbert By Shutting Down The Ching  ...,Entertainment,Stephen Colbert Menanggapi #CancelColbert Dengan Mematikan Ching ...
13115,Eric Hill Got the First One-on-One Date With Andi Dorfman on The Bachelorette,Entertainment,Eric Hill Mendapat Kencan Tatap Muka Pertama Dengan Andi Dorfman di The Bachelorette
46484,Ultra Music Festival kicks off in South Florida,Entertainment,Ultra Music Festival dimulai di Florida Selatan
40233,Seth MacFarlane Will Donate Up To $1 Million In Matching Funds To 'Reading  ...,Entertainment,Seth MacFarlane Akan Menyumbangkan Dana Pendampingan Hingga $1 Juta Untuk 'Membaca ...
24738,Lorde curating 'Hunger Games' soundtrack,Entertainment,Lorde mengkurasi soundtrack 'Hunger Games'
34625,Pamela Anderson Divorces Husband Rick Salomon... Six Months After Marrying  ...,Entertainment,Pamela Anderson Menceraikan Suaminya Rick Salomon... Enam Bulan Setelah Menikah ...
21482,"'The Walking Dead' Season 4, Episode 16 Finale Spoilers: Rick Grimes Uses  ...",Entertainment,"Spoiler Final 'The Walking Dead' Musim 4, Episode 16: Rick Grimes Menggunakan ..."
45307,King Digital Marches Higher On Piper Jaffray Upgrade,Economy,King Digital Berbaris Lebih Tinggi Pada Peningkatan Piper Jaffray
7372,"Google Inc to buy Titan Aerospace, a startup that makes solar-powered drones  ...",Technology,"Google Inc akan membeli Titan Aerospace, sebuah startup yang membuat drone bertenaga surya ..."
58218,Nikki Reed and Paul McDonald Are Getting a Divorce: Report,Entertainment,Nikki Reed dan Paul McDonald Akan Bercerai: Laporkan
47022,"Gmail Is All Encrypted Now, But You're Not NSA-Proof Yet",Technology,"Gmail Sekarang Semua Terenkripsi, Tapi Anda Belum Bukti NSA"
14270,"'True Blood' Season 7: Pam can't live without Eric, says Kristin Bauer van Straten",Entertainment,"'True Blood' Musim 7: Pam tidak bisa hidup tanpa Eric, kata Kristin Bauer van Straten"
47812,Kat Perkins wows on 'The Voice' Top 8 live show,Entertainment,"""Kat Perkins tampil memukau di acara langsung 'The Voice' Top 8""."
61184,Amazon tipped to debut 3D-capable smartphone,Technology,Amazon diperkirakan akan meluncurkan ponsel pintar berkemampuan 3D
46197,Film Review: 'Boyhood',Entertainment,Ulasan Film: 'Masa Kecil'
10801,Gov't reiterates demands to Vietnam officials,Economy,Pemerintah menegaskan kembali tuntutan kepada pejabat Vietnam
6523,The Reason Amazon's Fire Phone Is So Expensive Is Obvious,Technology,Alasan mengapa Fire Phone Amazon begitu mahal sudah jelas
32011,The first review of Watch Dogs comes courtesy of Conan O'Brien,Technology,Ulasan pertama Watch Dogs berasal dari Conan O'Brien
25088,10 Amazing Backstage Moments From the Rock Hall's 2014 Induction,Entertainment,10 Momen Luar Biasa di Belakang Panggung Dari Induksi Rock Hall 2014
43346,Google Buys Beats Music Rival Songza,Technology,Google Membeli Saingan Musik Beats Songza
10986,George Clooney's ex Stacy Keibler moves on,Entertainment,Mantan Stacy Keibler milik George Clooney pindah
49496,Kanye West Goes On Another Round Of Self-Exaltation In New Rant,Entertainment,Kanye West Kembali Meninggikan Diri Dalam Kata-kata kasar Baru
31207,"(VIDEO) Bear in Kootenay National Park saves cub from highway, traffic",Entertainment,(VIDEO) Beruang di Taman Nasional Kootenay menyelamatkan anaknya dari jalan raya dan lalu lintas
29183,Brad Pitt and Angelina Jolie to Star in a New Film After 'Mr & Mrs Smith',Entertainment,Brad Pitt dan Angelina Jolie Akan Membintangi Film Baru Setelah 'Mr & Mrs Smith'
20838,"Made in America festival hitting both coasts, LA and Philly",Entertainment,"Festival Made in America melanda kedua pantai, LA dan Philly"
21995,Life Itself: A Barroom Eulogy for Roger Ebert,Entertainment,Kehidupan Itu Sendiri: Pidato Barroom untuk Roger Ebert
20048,Miley Cyrus gets new lip tattoo - picture,Entertainment,Miley Cyrus mendapat tato bibir baru - gambar
43601,The Voice Winner Josh Kaufman: How He Celebrated His Amazing Victory,Entertainment,Pemenang Suara Josh Kaufman: Bagaimana Dia Merayakan Kemenangannya yang Luar Biasa
44341,"Facebook finally rolls out Internet.org, bringing free Internet to Africa",Technology,"Facebook akhirnya meluncurkan Internet.org, menghadirkan Internet gratis ke Afrika"
33392,Life & Style Magazine: Beyonce Destroyed By Jay-Z's Cheating,Entertainment,Majalah Life & Style: Beyonce Hancur Karena Kecurangan Jay-Z
31218,Tracy Morgan upgraded to fair condition after being injured in deadly accident,Entertainment,Tracy Morgan ditingkatkan ke kondisi normal setelah terluka dalam kecelakaan mematikan
14593,Hotel Bar Offers Free Drinks to Google Glass Users,Technology,Bar Hotel Menawarkan Minuman Gratis kepada Pengguna Google Glass
46948,Report: Teens need to drive safer cars,Technology,Laporan: Remaja perlu mengendarai mobil yang lebih aman
57919,U.S. Fed tells BofA to resubmit capital plans after errors,Economy,Fed AS meminta BofA untuk mengajukan kembali rencana modal setelah terjadi kesalahan
57597,James knows when,Economy,James tahu kapan
34830,WATCH: X-Men: Days of Future Past's Opening Battle Scene,Entertainment,TONTON: Adegan Pertempuran Pembukaan X-Men: Days of Future Past
17929,"Review – Samsung Galaxy S5 vs LG G2 – Software, Updates & Specifications",Technology,"Review – Samsung Galaxy S5 vs LG G2 – Perangkat Lunak, Pembaruan & Spesifikasi"
61256,Gold Climbs Ahead of February Jobs Report,Economy,Emas Naik Menjelang Laporan Ketenagakerjaan Februari
55012,Metallica: Glastonbury experience was 'sensational',Entertainment,Metallica: Pengalaman di Glastonbury 'sensasional'
28923,Barbara Walters announces last day on 'The View',Entertainment,Barbara Walters mengumumkan hari terakhir di 'The View'
42955,China's Alibaba Group Invests $215 Million In California-Based Messaging App  ...,Economy,Grup Alibaba Tiongkok Investasikan $215 Juta pada Aplikasi Pesan yang Berbasis di California ...
37191,Zuckerberg and Musk invest in brain-building AI firm,Technology,Zuckerberg dan Musk berinvestasi di perusahaan AI yang mengembangkan otak
29547,Could Ireland be the one-stop shop for Europe's new online privacy laws?,Technology,Mungkinkah Irlandia menjadi negara terpadu bagi undang-undang privasi online baru di Eropa?
54787,"GLOBAL MARKETS-Upbeat China PMI boosts Asia equities, Aussie; oil up on Iraq",Economy,PASAR GLOBAL-PMI Tiongkok yang optimis meningkatkan ekuitas Asia dan Aussie; minyak di Irak
20972,Medical Marijuana Will Soon Be Available in Colorado,Economy,Ganja Medis Akan Segera Tersedia di Colorado
27870,Which company paid staff $5000 to quit?,Economy,Perusahaan mana yang membayar staf $5000 untuk berhenti?
18596,Xbox One makes hot debut as console war revs up,Technology,Xbox One membuat debut yang menarik saat perang konsol meningkat
4442,'The Fault In Our Stars' First Clip Released - WATCH NOW!,Entertainment,Klip Pertama 'The Fault In Our Stars' Dirilis - TONTON SEKARANG!
6305,EPA: Florida Must Cut Carbon Emissions 38 Percent,Economy,EPA: Florida Harus Mengurangi Emisi Karbon 38 Persen
64293,Ham radio operators test capabilities,Technology,Kemampuan uji operator radio Ham
51418,"BOJ offers brighter view on capex, tepid exports cloud outlook",Economy,"BOJ menawarkan pandangan yang lebih cerah mengenai belanja modal, dan prospek ekspor yang lemah"
27867,Top 5 ways to celebrate St. Patrick's with Irish flare,Entertainment,5 cara teratas untuk merayakan St. Patrick dengan suar Irlandia
49534,SpaceX Releases Drone-Shot Video of Reusable Falcon 9 Rocket Test,Technology,SpaceX Merilis Video Drone-Shot dari Uji Roket Falcon 9 yang Dapat Digunakan Kembali
38658,"Heartbleed hacker arrested, charged in connection to malicious bug exploit",Technology,"Peretas yang kejam ditangkap, didakwa sehubungan dengan eksploitasi bug berbahaya"
1328,Speech by CE at reception in celebration of 17th anniversary of establishment of  ...,Economy,Pidato CE pada resepsi perayaan 17 tahun berdirinya ...
29319,"FTC: Snapchat deceived customers, stored videos",Technology,"FTC: Snapchat menipu pelanggan, menyimpan video"
47960,"Movie review: 'Oculus,' 2.5 stars",Entertainment,"Ulasan film: 'Oculus,' 2,5 bintang"
55567,GM recalls another 3 million vehicles,Technology,GM menarik kembali 3 juta kendaraan lainnya
57825,Do EZ PMIs Put ECB Rate Cut in Doubt?,Economy,Apakah PMI ZE Meragukan Penurunan Suku Bunga ECB?
37724,Jazzman Jimmy Scott Dies At 88,Entertainment,Pemain Jazz Jimmy Scott Meninggal Pada Usia 88
22282,Dr Dre could be set to become hip-hop's first billionaire,Technology,Dr Dre kemungkinan akan menjadi miliarder hip-hop pertama
9365,Facebook takes $2 billion dive into virtual reality (Update 3),Technology,Facebook menginvestasikan $2 miliar dalam realitas virtual (Pembaruan 3)
56076,Kim Kardashian flaunts kurves in TWO skintight outfits as her and Kanye 'plan  ...,Entertainment,Kim Kardashian memamerkan lekuk tubuhnya dalam DUA pakaian ketat saat dia dan Kanye 'merencanakan ...
8747,This chart says 'game over' for Microsoft,Technology,Bagan ini mengatakan 'permainan berakhir' untuk Microsoft
63245,Child taken to hospital after being hit by car in Atlantic City,Technology,Anak dibawa ke rumah sakit setelah ditabrak mobil di Atlantic City
6847,Watch: finally footage of Beyonce and Jay Z's wedding courtesy of their On The  ...,Entertainment,Saksikan: akhirnya cuplikan pernikahan Beyonce dan Jay Z milik On The ...
2342,Ellen DeGeneres Set To Creat Own Lifestyle Brand,Entertainment,Ellen DeGeneres Akan Menciptakan Merek Gaya Hidup Sendiri
45645,Documents detail another delayed recall,Technology,Dokumen merinci penarikan kembali yang tertunda
52306,See Firaxis' vision for the future in Sid Meier's Civilization: Beyond Earth,Technology,Lihat visi Firaxis untuk masa depan dalam Civilization: Beyond Earth karya Sid Meier
60998,PRECIOUS-Gold holds below $1300 on solid US data,Economy,BERHARGA-Emas bertahan di bawah $1300 karena data AS yang solid
8902,Android 5.0 Lollipop name reportedly confirmed,Technology,Nama Android 5.0 Lollipop kabarnya sudah dikonfirmasi
12165,Orbital Rises Most in 11 Years on ATK Merger: Washington Mover,Economy,Orbital Meningkat Terbesar dalam 11 Tahun pada Penggabungan ATK: Washington Mover
13657,Oculus Rift experiment lets users experience lag in real life,Technology,Eksperimen Oculus Rift memungkinkan pengguna mengalami kelambatan dalam kehidupan nyata
10452,"The eurozone could do with a dose of QE, but don't hold your breath",Economy,"Zona Euro dapat melakukan QE, namun jangan menahan diri"
27590,MISSING MH370: Hishammuddin on frustrated family members,Economy,HILANG MH370: Hishammuddin pada anggota keluarga yang frustrasi
13374,"Miley Cyrus, Moby and Wayne Coyne Made A Strange Art Film Together",Entertainment,"Miley Cyrus, Moby, dan Wayne Coyne Membuat Film Seni Aneh Bersama"
11147,Confirmed: Amazon is buying Twitch for $970M,Technology,Dikonfirmasi: Amazon membeli Twitch seharga $970 juta
8092,Captain America: The Winter Soldier Passed $400 Million at Global Box Office  ...,Entertainment,Captain America: The Winter Soldier Melewati $400 Juta di Box Office Global ...
23622,Manufacturing uncertainty: how US newspapers have dialled up the language of  ...,Technology,Ketidakpastian manufaktur: bagaimana surat kabar AS menggunakan bahasa ...
7345,Federal government investigates older model Ram pickups,Technology,Pemerintah federal menyelidiki pickup Ram model lama
5865,"Barnes & Noble Q4 Loss Narrows, Approves Retail, Nook Separation",Economy,"Kerugian Barnes & Noble Q4 Menyempit, Menyetujui Ritel, Pemisahan Nook"
39701,Dollar jumps against euro on prospect of ECB stimulus,Economy,Dolar melonjak terhadap euro di tengah prospek stimulus ECB
11309,"'Magic island' appears out of nowhere on Titan, Saturn's biggest moon, then  ...",Technology,"'Pulau ajaib' muncul entah dari mana di Titan, bulan terbesar Saturnus, lalu ..."
55605,US 4Q Economic Growth Revised Higher,Economy,Pertumbuhan Ekonomi Kuartal 4 AS Direvisi Lebih Tinggi
48680,"Chris Colfer's Twitter Account Hacked, Actor Confirms He's Not Leaving 'Glee'",Entertainment,"Akun Twitter Chris Colfer Diretas, Aktor Konfirmasi Dia Tidak Keluar dari 'Glee'"
9495,'Girl Meets World': Watch Cory & Topanga…,Entertainment,'Girl Meets World': Tonton Cory & Topanga…
43935,Freddie Mac Profit Falls 12%,Economy,Laba Freddie Mac Turun 12%
38379,Why did GM just launch a recall on cars it knew were causing deaths as far back  ...,Economy,Mengapa GM baru saja melakukan penarikan kembali mobil-mobil yang diketahui menyebabkan kematian sejak dulu...
32439,Obama Calls on Congress to Address Highway Trust Fund Crisis,Economy,Obama Menyerukan Kongres untuk Mengatasi Krisis Dana Perwalian Jalan Raya
773,5 things to know about Thor's new identity as a woman,Entertainment,5 hal yang perlu diketahui tentang identitas baru Thor sebagai seorang wanita
54085,BNP Paribas faces ban on processing some dollar payments - report,Economy,BNP Paribas menghadapi larangan memproses sejumlah pembayaran dolar - laporkan
33865,Apple's New MacBook Air Is Its Cheapest One Ever,Technology,MacBook Air Baru Apple Adalah Yang Termurah Yang Pernah Ada
60450,"GM waited years to recall Saturn Ions for steering problem, according to  ...",Technology,"GM menunggu bertahun-tahun untuk menarik kembali Ion Saturnus karena masalah kemudi, menurut ..."
43899,Ford to offer 1964 limited-edition Mustangs to celebrate pony car's 50th  ...,Technology,Ford akan menawarkan Mustang edisi terbatas tahun 1964 untuk merayakan ulang tahun ke-50 pony car ...
61509,New meteor shower kicks off Memorial Day weekend,Technology,Hujan meteor baru dimulai pada akhir pekan Memorial Day
8270,Surprise! Lena Dunham gets completely naked on 'SNL' [VIDEO],Entertainment,Kejutan! Lena Dunham telanjang bulat di 'SNL' [VIDEO]
38181,AT&T Gears Up Pre-Orders For Samsung Galaxy S' 5,Technology,AT&T Mempersiapkan Pra-Pemesanan Untuk Samsung Galaxy S' 5
8793,"Server from IBM, Google, others part of effort to best Intel in data centers",Technology,"Server dari IBM, Google, dan lainnya merupakan bagian dari upaya Intel terbaik di pusat data"
53442,Is a Reverse Mortgage a Good Idea for Retirement?,Economy,Apakah Hipotek Terbalik merupakan Ide Bagus untuk Pensiun?
40893,"10 best, worst jobs of 2014",Economy,10 pekerjaan terbaik dan terburuk tahun 2014
60853,Phil Collins donates massive collection to the Alamo,Entertainment,Phil Collins menyumbangkan banyak koleksinya ke Alamo
27478,Venice Film Festival Shows Solidarity With Jailed Directors,Entertainment,Festival Film Venesia Menunjukkan Solidaritas Dengan Sutradara yang Dipenjara
32097,"Apple, Samsung, Google & others back universal anti-theft tools agreement",Technology,"Apple, Samsung, Google & lainnya mendukung perjanjian alat anti-pencurian universal"
5666,Alex Springer CEO Mathias Dopfner strongly criticizes Google in open letter,Technology,CEO Alex Springer Mathias Dopfner mengkritik keras Google dalam surat terbuka
41662,Steve Jobs Told Top Executives That Apple Would Not Make A TV,Technology,Steve Jobs Memberitahu Para Eksekutif Puncak bahwa Apple Tidak Akan Membuat TV
15519,Fast & Furious 7 to use CGI and body doubles to fill in for Paul Walker,Entertainment,Fast & Furious 7 menggunakan CGI dan body double untuk menggantikan Paul Walker
23442,Rupert Murdoch Eyes Time Warner,Economy,Rupert Murdoch Mengincar Time Warner
34700,K-pop group managed by Jackie Chan debuting album,Entertainment,Grup K-pop yang dikelola oleh album debut Jackie Chan
49435,Sons of Anarchy scribe joins The Walking Dead spin-off,Entertainment,Penulis Sons of Anarchy bergabung dengan spin-off The Walking Dead
8254,Google+ lead Vic Gundotra officially leaving Google,Technology,Pimpinan Google+ Vic Gundotra resmi meninggalkan Google
18102,Backlash prompts General Mills to backtrack on social media policy,Technology,Reaksi balik mendorong General Mills menarik kembali kebijakan media sosial
9818,American Idol Top 4 Live Performance Show Recap and Videos - Live Blog 5/7/14,Entertainment,Rekap dan Video Pertunjukan Langsung American Idol Top 4 - Blog Langsung 5/7/14
58087,"Janet Yellen Lives In A Gated Community, And Her Neighbors Are Not Happy  ...",Economy,"Janet Yellen Tinggal Di Komunitas Berpagar, Dan Tetangganya Tidak Senang ..."
30451,CURRENCIES: Euro Falls Below $1.36 As ECB Action Seems Likely,Economy,"MATA UANG: Euro Jatuh Di Bawah $1,36 Karena Kemungkinan Tindakan ECB"
1620,The purge begins: Google removing some results in Europe after 'right to be  ...,Technology,Pembersihan dimulai: Google menghapus beberapa hasil di Eropa setelah 'hak untuk ...
567,Google launches Project Ara developer confab this week,Technology,Google meluncurkan konferensi pengembang Project Ara minggu ini
54717,Never-before-seen meteor shower is tonight,Technology,Hujan meteor yang belum pernah dilihat sebelumnya terjadi malam ini
42798,“The Voice” Recap – Shakira is En Fuego on Stage but Unlucky In Votes,Entertainment,Rekap “The Voice” – Shakira Adalah En Fuego di Panggung tetapi Tidak Beruntung Dalam Pemungutan Suara
6670,NAL steers a wind-solar hybrid power pack,Economy,NAL mengarahkan paket tenaga hibrida angin-surya
64007,IRS Classifies Bitcoin As Property For Tax Purposes,Economy,IRS Mengklasifikasikan Bitcoin Sebagai Properti Untuk Tujuan Pajak
10040,Pinterest To Begin Rollout Of Promoted Pins,Economy,Pinterest Akan Memulai Peluncuran Pin yang Dipromosikan
65175,Google is reportedly planning a new platform for set-top boxes called Android TV,Technology,Google dilaporkan sedang merencanakan platform baru untuk set-top box yang disebut Android TV
13726,Flappy Bird back in August with new functions,Technology,Flappy Bird kembali pada bulan Agustus dengan fungsi baru
19437,MARKET COMMENT: US Stocks Seen Little Changed Ahead Of FOMC,Economy,KOMENTAR PASAR: Saham AS Terlihat Sedikit Berubah Jelang FOMC
31848,"'Marshmallow Peeps' The Movie Is Coming, But Who Will Star?",Entertainment,"Film 'Marshmallow Peeps' Akan Segera Hadir, Tapi Siapa yang Akan Membintanginya?"
36164,IRS Audited Fewer Wealthy Americans in 2013,Economy,IRS Mengaudit Lebih Sedikit Orang Amerika Kaya pada tahun 2013
4926,Business Highlights,Economy,Ikhtisar Bisnis
59001,Navy Seals board rogue Libya oil tanker Morning Glory,Economy,Navy Seal menaiki kapal tanker minyak Libya Morning Glory
51070,Game Of Thrones Is Almost Here & We Have The Trailer To Prove It,Entertainment,Game Of Thrones Hampir Tiba & Kami Memiliki Trailer Untuk Membuktikannya
11575,Always Consider the Sovereign When Investing in Foreign Countries,Economy,Selalu Pertimbangkan Kedaulatan Saat Berinvestasi di Luar Negeri
56554,China factory strike shows risks to aging workers,Economy,Pemogokan pabrik di Tiongkok menunjukkan risiko terhadap pekerja lanjut usia
10014,Piketty Rejects 'Ridiculous' Allegations of Data Flaws,Economy,Piketty Menolak Tuduhan 'Konyol' tentang Cacat Data
9754,You look different: Twitter begins rolling out revamped interface,Technology,Anda terlihat berbeda: Twitter mulai meluncurkan antarmuka yang diperbarui
19122,Outraged Turks take to Twitter to flout government ban,Economy,Warga Turki yang marah menggunakan Twitter untuk mengabaikan larangan pemerintah
28599,Chris Martin to appear as mentor on The Voice USA,Entertainment,Chris Martin akan tampil sebagai mentor di The Voice USA
1736,Fed Makes Everybody Happy - Ahead of Wall Street,Economy,Fed Membuat Semua Orang Bahagia - Jelang Wall Street
10238,"Why ""Draft Day"" Would Be Better Off Without Its Female Characters",Entertainment,"Mengapa ""Draft Day"" Akan Lebih Baik Tanpa Karakter Wanitanya"
38079,Good For Frances Bean Cobain For Calling Out Lana Del Rey On Being An Idiot,Entertainment,Bagus Untuk Frances Bean Cobain Karena Memanggil Lana Del Rey Karena Menjadi Seorang Idiot
17147,Kiss' All Out War About Rock And Roll Hall Of Fame Induction,Entertainment,Kiss' All Out War Tentang Induksi Hall Of Fame Rock And Roll
6601,Kate Middleton`s red dress sets new trend,Entertainment,Gaun merah Kate Middleton menjadi tren baru
39606,Microsoft + Wearables,Technology,Microsoft + Perangkat yang Dapat Dipakai
51469,Gold prices rise after pullback rally,Economy,Harga emas naik setelah reli mundurnya
25224,Credit Suisse pays $2.5b fine in US tax evasion suit,Economy,"Credit Suisse membayar denda $2,5 miliar dalam gugatan penghindaran pajak AS"
14614,The Rock Is Grecian God In New “Hercules” Trailer: WATCH,Entertainment,Batu Itu Adalah Dewa Yunani Dalam Trailer Baru “Hercules”: TONTON
12964,Gas Prices Continue to Drop,Economy,Harga Gas Terus Turun
50980,Ouch! Twitter Suffers Largest Lockup-Expiration Day Loss in History: StockTwits,Economy,Aduh! Twitter Menderita Kerugian Hari Kedaluwarsa Penguncian Terbesar dalam Sejarah: StockTwits
24670,Judd Apatow and Seth Rogen Not Happy to Find Themselves Linked to UCSB  ...,Entertainment,Judd Apatow dan Seth Rogen Tidak Senang Menemukan Diri Mereka Terhubung ke UCSB ...
433,Apple Teams Up With IBM To Make The Enterprise Push In Mobility,Technology,Apple Bekerja Sama Dengan IBM Untuk Mendorong Perusahaan Dalam Mobilitas
20039,Stock Market News: Two-Day Dow Decline for the First Time Since Mid-May,Economy,Berita Pasar Saham: Penurunan Dow Dua Hari untuk Pertama Kalinya Sejak Pertengahan Mei
32524,Weaker inflation could prompt broad ECB asset-buying: Draghi,Economy,Inflasi yang lebih lemah dapat mendorong pembelian aset ECB secara luas: Draghi
19736,Vatican reports big drop in profits as Pope pushes for more transparency,Economy,Vatikan melaporkan penurunan besar dalam keuntungan karena Paus mendorong transparansi yang lebih besar
35548,Brandy splits from fiance,Entertainment,Brandy berpisah dari tunangannya
61159,Beyoncé and Blue Ivy Wear Matching Dolce & Gabbana Dresses,Entertainment,Beyoncé dan Blue Ivy Memakai Gaun Dolce & Gabbana yang Serasi
48056,Gold heads for first monthly loss in 2014 on US rates outlook,Economy,Emas menuju penurunan bulanan pertama di tahun 2014 karena prospek suku bunga AS
35886,"On Good Friday, Catholics witness Middletown church's living Stations of Cross",Entertainment,"Pada hari Jumat Agung, umat Katolik menyaksikan Stasiun Salib yang hidup di gereja Middletown"
40748,Flappy Bird Creator Considers Relaunching the Game — He's Working On New  ...,Technology,Pencipta Flappy Bird Sedang Pertimbangkan Meluncurkan Kembali Gamenya — Dia Sedang Mengerjakan ...
12722,Young Iranians Arrested For Dancing In 'Happy' Pharrell Video [UPDATE],Entertainment,Pemuda Iran Ditangkap Karena Menari Dalam Video Pharrell 'Bahagia' [UPDATE]
28147,It's official: Amazon buys Twitch for $970M after Google deal stalls,Technology,Ini resmi: Amazon membeli Twitch seharga $970 juta setelah kesepakatan Google terhenti
46219,Argentina vows not to repay 'vulture' funds,Economy,Argentina berjanji tidak akan membayar kembali dana 'burung bangkai'
